ronde,speler_id,speler,club,behaald
7,sem-eekhout,Sem Eekhout,ADO Den Haag,0.0
7,finn-de-bruin,Finn de Bruin,ADO Den Haag,0.0
7,jan-zamburek,Jan Zamburek,ADO Den Haag,1.0
7,juho-kilo,Juho Kilo,ADO Den Haag,-2.0
7,matej-sin,Matej Sin,ADO Den Haag,0.0
7,mylian-jimenez,Mylian Jiménez,ADO Den Haag,-2.0
7,andrea-natali,Andrea Natali,AZ,0.0
7,elijah-dijkstra,Elijah Dijkstra,AZ,22.0
7,mateo-chavez,Mateo Chávez,AZ,41.0
7,mees-de-wit,Mees de Wit,AZ,12.0
7,rion-ichihara,Rion Ichihara,AZ,3.0
7,seiya-maikuma,Seiya Maikuma,AZ,15.0
7,wesley-hoedt,Wesley Hoedt,AZ,0.0
7,wouter-goes,Wouter Goes,AZ,26.0
7,ayoub-oufkir,Ayoub Oufkir,AZ,22.0
7,bendeguz-kovacs,Bendegúz Kovács,AZ,1.0
7,jizz-hornkamp,Jizz Hornkamp,AZ,16.0
7,mexx-meerdink,Mexx Meerdink,AZ,32.0
7,ro-zangelo-daal,Ro-Zangelo Daal,AZ,37.0
7,weslley-patati,Weslley Patati,AZ,19.0
7,hobie-verhulst,Hobie Verhulst,AZ,0.0
7,jari-de-busser,Jari De Busser,AZ,26.0
7,rome-jayden-owusu-oduro,Rome-Jayden Owusu-Oduro,AZ,0.0
7,calvin-stengs,Calvin Stengs,AZ,30.0
7,dave-kwakman,Dave Kwakman,AZ,27.0
7,hessel-de-wit,Hessel de Wit,AZ,3.0
7,jordy-clasie,Jordy Clasie,AZ,18.0
7,kees-smit,Kees Smit,AZ,18.0
7,lewis-schouten,Lewis Schouten,AZ,32.0
7,peer-koopmeiners,Peer Koopmeiners,AZ,24.0
7,valdemar-byskov,Valdemar Byskov,AZ,7.0
7,aaron-bouwman,Aaron Bouwman,Ajax,10.0
7,anton-gaaei,Anton Gaaei,Ajax,6.0
7,caio-henrique,Caio Henrique,Ajax,17.0
7,daley-blind,Daley Blind,Ajax,0.0
7,dies-janse,Dies Janse,Ajax,6.0
7,jofre-torrents,Jofre Torrents,Ajax,6.0
7,lucas-rosa,Lucas Rosa,Ajax,4.0
7,owen-wijndal,Owen Wijndal,Ajax,0.0
7,youri-baas,Youri Baas,Ajax,20.0
7,kasper-dolberg,Kasper Dolberg,Ajax,13.0
7,marcos-leonardo,Marcos Leonardo,Ajax,13.0
7,oliver-edvardsen,Oliver Edvardsen,Ajax,7.0
7,tolu-arokodare,Tolu Arokodare,Ajax,24.0
7,joeri-heerkens,Joeri Heerkens,Ajax,0.0
7,maarten-paes,Maarten Paes,Ajax,0.0
7,marc-ter-stegen,Marc-André ter Stegen,Ajax,20.0
7,abdellah-ouazane,Abdellah Ouazane,Ajax,12.0
7,davy-klaassen,Davy Klaassen,Ajax,20.0
7,jorthy-mokio,Jorthy Mokio,Ajax,15.0
7,julian-brandt,Julian Brandt,Ajax,26.0
7,oscar-gloukh,Oscar Gloukh,Ajax,16.0
7,sofyan-amrabat,Sofyan Amrabat,Ajax,3.0
7,steven-berghuis,Steven Berghuis,Ajax,21.0
7,casper-widell,Casper Widell,Excelsior,26.0
7,eric-da-silva-moreira,Eric da Silva Moreira,Excelsior,10.0
7,giulliano-cairo,Guilliano Cairo,Excelsior,6.0
7,jan-plug,Jan Plug,Excelsior,13.0
7,kasey-bos,Kasey Bos,Excelsior,4.0
7,osman-turay,Osman Turay,Excelsior,6.0
7,rick-meissen,Rick Meissen,Excelsior,23.0
7,simon-janssen,Simon Janssen,Excelsior,25.0
7,alireza-jahanbakhsh,Alireza Jahanbakhsh,Excelsior,4.0
7,aymen-sliti,Aymen Sliti,Excelsior,18.0
7,david-garden,David Garden,Excelsior,28.0
7,mario-dominguez,Mario Domínguez,Excelsior,0.0
7,nesto-groen,Nesto Groen,Excelsior,13.0
7,celton-biai,Celton Biai,Excelsior,0.0
7,stijn-van-gassel,Stijn van Gassel,Excelsior,25.0
7,tijmen-holla,Tijmen Holla,Excelsior,0.0
7,daniel-van-vianen,Daniel van Vianen,Excelsior,9.0
7,ilano-silva-timas,Ilano Silva Timas,Excelsior,13.0
7,irakli-yegoian,Irakli Yegoian,Excelsior,38.0
7,lennard-hartjes,Lennard Hartjes,Excelsior,7.0
7,noah-naujoks,Noah Naujoks,Excelsior,19.0
7,valentin-sulzbacher,Valentin Sulzbacher,Excelsior,6.0
7,y-finey,Yacqub Finey,Excelsior,0.0
7,elvis-van-der-laan,Elvis van der Laan,FC Groningen,7.0
7,jesper-mosselaar,Jesper Mosselaar,FC Groningen,0.0
7,marco-rente,Marco Rente,FC Groningen,4.0
7,mark-csinger,Márk Csinger,FC Groningen,-1.0
7,nikolas-brandis,Nikolas Brandis,FC Groningen,4.0
7,thijmen-blokzijl,Thijmen Blokzijl,FC Groningen,12.0
7,tyrique-mercera,Tyrique Mercera,FC Groningen,3.0
7,wouter-prins,Wouter Prins,FC Groningen,8.0
7,brynjolfur-willumsson,Brynjólfur Willumsson,FC Groningen,32.0
7,jacob-ondrejka,Jacob Ondrejka,FC Groningen,2.0
7,nils-eggens,Nils Eggens,FC Groningen,10.0
7,oskar-zawada,Oskar Zawada,FC Groningen,2.0
7,ryan-metu,Ryan Metu,FC Groningen,3.0
7,thom-van-bergen,Thom van Bergen,FC Groningen,30.0
7,etienne-vaessen,Etienne Vaessen,FC Groningen,10.0
7,lovro-stubljar,Lovro Stubljar,FC Groningen,0.0
7,rijk-janse,Rijk Janse,FC Groningen,0.0
7,alvin-nordin,Alvin Nordin,FC Groningen,0.0
7,david-van-der-werff,David van der Werff,FC Groningen,24.0
7,jismerai-dillema,Jismerai Dillema,FC Groningen,0.0
7,jorg-schreuders,Jorg Schreuders,FC Groningen,16.0
7,pelle-clement,Pelle Clement,FC Groningen,11.0
7,tika-de-jonge,Tika de Jonge,FC Groningen,8.0
7,travis-hernes,Travis Hernes,FC Groningen,4.0
7,tygo-land,Tygo Land,FC Groningen,19.0
7,aske-adelgaard,Aske Adelgaard,FC Twente,12.0
7,bart-van-rooij,Bart van Rooij,FC Twente,23.0
7,krzysztof-kurowski,Krzysztof Kurowski,FC Twente,3.0
7,max-bruns,Max Bruns,FC Twente,13.0
7,robin-propper,Robin Pröpper,FC Twente,29.0
7,ruud-nijstad,Ruud Nijstad,FC Twente,29.0
7,daan-rots,Daan Rots,FC Twente,13.0
7,filip-thorvaldsen,Filip Thorvaldsen,FC Twente,13.0
7,lucas-vennegoor-of-hesselink,Lucas Vennegoor of Hesselink,FC Twente,4.0
7,marko-pjaca,Marko Pjaca,FC Twente,25.0
7,naci-unuvar,Naci Ünüvar,FC Twente,0.0
7,sondre-rjaster,Sondre Ørjasæter,FC Twente,20.0
7,wout-weghorst,Wout Weghorst,FC Twente,29.0
7,joel-drommel,Joël Drommel,FC Twente,8.0
7,lars-unnerstall,Lars Unnerstall,FC Twente,20.0
7,remko-pasveer,Remko Pasveer,FC Twente,0.0
7,daouda-weidmann,Daouda Weidmann,FC Twente,24.0
7,jordy-bawuah,Jordy Bawuah,FC Twente,3.0
7,kristian-hlynsson,Kristian Hlynsson,FC Twente,3.0
7,ramiz-zerrouki,Ramiz Zerrouki,FC Twente,13.0
7,thomas-van-den-belt,Thomas van den Belt,FC Twente,13.0
7,younes-taha,Younes Taha,FC Twente,21.0
7,arthur-zagre,Arthur Zagré,FC Utrecht,-4.0
7,ferdinand-pohl,Ferdinand Pohl,FC Utrecht,-3.0
7,guus-offerhaus,Guus Offerhaus,FC Utrecht,-4.0
7,jakov-medic,Jakov Medic,FC Utrecht,1.0
7,kevin-paredes,Kevin Paredes,FC Utrecht,1.0
7,matisse-didden,Matisse Didden,FC Utrecht,22.0
7,neville-ogidi-nwankwo,Neville Ogidi Nwankwo,FC Utrecht,1.0
7,niklas-vesterlund,Niklas Vesterlund,FC Utrecht,9.0
7,per-kloosterboer,Per Kloosterboer,FC Utrecht,1.0
7,siebe-horemans,Siebe Horemans,FC Utrecht,-1.0
7,adrian-blake,Adrian Blake,FC Utrecht,14.0
7,artem-stepanov,Artem Stepanov,FC Utrecht,18.0
7,emmanuel-chigozie-owen,Emmanuel Chigozie Owen,FC Utrecht,0.0
7,nordin-amrabat,Nordin Amrabat,FC Utrecht,0.0
7,sem-van-duijn,Sem van Duijn,FC Utrecht,1.0
7,yoann-cathline,Yoann Cathline,FC Utrecht,6.0
7,angel-alarcon,Ángel Alarcón,FC Utrecht,2.0
7,kevin-gadellaa,Kevin Gadellaa,FC Utrecht,0.0
7,mees-eppink,Mees Eppink,FC Utrecht,0.0
7,vasilios-barkas,Vasilis Barkas,FC Utrecht,-1.0
7,dani-de-wit,Dani de Wit,FC Utrecht,4.0
7,davy-van-den-berg,Davy van den Berg,FC Utrecht,5.0
7,joris-van-overeem,Joris van Overeem,FC Utrecht,-3.0
7,marius-broholm,Marius Broholm,FC Utrecht,1.0
7,givairo-read,Givairo Read,Feyenoord,14.0
7,javi-lopez,Javi López,Feyenoord,4.0
7,jeremiah-st-juste,Jeremiah St. Juste,Feyenoord,13.0
7,mats-deijl,Mats Deijl,Feyenoord,3.0
7,mika-marmol,Mika Mármol,Feyenoord,14.0
7,tijme-wessels,Tijme Wessels,Feyenoord,6.0
7,tsuyoshi-watanabe,Tsuyoshi Watanabe,Feyenoord,8.0
7,anis-hadj-moussa,Anis Hadj Moussa,Feyenoord,13.0
7,gaoussou-diarra,Gaoussou Diarra,Feyenoord,13.0
7,goncalo-borges,Gonçalo Borges,Feyenoord,1.0
7,jivayno-zinhagel,Jivayno Zinhagel,Feyenoord,3.0
7,nacho-ferri,Nacho Ferri,Feyenoord,12.0
7,shaqueel-van-persie,Shaqueel van Persie,Feyenoord,11.0
7,florian-kastenmeier,Florian Kastenmeier,Feyenoord,0.0
7,liam-bossin,Liam Bossin,Feyenoord,0.0
7,mannou-berger,Mannou Berger,Feyenoord,0.0
7,tjark-ernst,Tjark Ernst,Feyenoord,16.0
7,charles-vanhoutte,Charles Vanhoutte,Feyenoord,8.0
7,gjivai-zechiel,Gjivai Zechiël,Feyenoord,49.0
7,luciano-valente,Luciano Valente,Feyenoord,35.0
7,oussama-targhalline,Oussama Targhalline,Feyenoord,10.0
7,sem-steijn,Sem Steijn,Feyenoord,5.0
7,thijs-kraaijeveld,Thijs Kraaijeveld,Feyenoord,11.0
7,tobias-van-den-elshout,Tobias van den Elshout,Feyenoord,3.0
7,ivo-pinto,Ivo Pinto,Fortuna Sittard,14.0
7,jasper-dahlhaus,Jasper Dahlhaus,Fortuna Sittard,11.0
7,justin-hubner,Justin Hubner,Fortuna Sittard,4.0
7,rodrigo-guth,Rodrigo Guth,Fortuna Sittard,3.0
7,siebe-wylin,Siebe Wylin,Fortuna Sittard,4.0
7,syb-van-ottele,Syb van Ottele,Fortuna Sittard,10.0
7,anthony-descotte,Anthony Descotte,Fortuna Sittard,22.0
7,lequincio-zeefuik,Lequincio Zeefuik,Fortuna Sittard,24.0
7,ole-romeny,Ole Romeny,Fortuna Sittard,2.0
7,kaylen,Kaylen Reitmaier,Fortuna Sittard,0.0
7,luuk-koopmans,Luuk Koopmans,Fortuna Sittard,0.0
7,mattijs-branderhorst,Mattijs Branderhorst,Fortuna Sittard,10.0
7,edouard-michut,Edouard Michut,Fortuna Sittard,21.0
7,gani-buyukhan,Gani Buyukhan,Fortuna Sittard,1.0
7,mohamed-ihattaren,Mohamed Ihattaren,Fortuna Sittard,40.0
7,moussa-gbemou,Moussa Gbemou,Fortuna Sittard,1.0
7,nick-de-groot,Nick de Groot,Fortuna Sittard,10.0
7,philip-brittijn,Philip Brittijn,Fortuna Sittard,15.0
7,shiloh-t-zand,Shiloh 't Zand,Fortuna Sittard,14.0
7,yassin-oukili,Yassin Oukili,Fortuna Sittard,10.0
7,alfons-sampsted,Alfons Sampsted,Go Ahead Eagles,13.0
7,dean-james,Dean James,Go Ahead Eagles,10.0
7,eus-waayers,Eus Waayers,Go Ahead Eagles,0.0
7,giovanni-van-zwam,Giovanni van Zwam,Go Ahead Eagles,8.0
7,joris-kramer,Joris Kramer,Go Ahead Eagles,6.0
7,julius-dirksen,Julius Dirksen,Go Ahead Eagles,12.0
7,tino-jukic,Tino Jukic,Go Ahead Eagles,0.0
7,tomas-galvez,Tomas Galvez,Go Ahead Eagles,0.0
7,dani-tijman,Dani Tijman,Go Ahead Eagles,0.0
7,erik-flataker,Erik Flataker,Go Ahead Eagles,14.0
7,mathis-suray,Mathis Suray,Go Ahead Eagles,31.0
7,ofosu-boakye,Ofosu Boakye,Go Ahead Eagles,0.0
7,oskar-sivertsen,Oskar Sivertsen,Go Ahead Eagles,5.0
7,richonell-margaret,Richonell Margaret,Go Ahead Eagles,4.0
7,stefan-ingi-sigurdarson,Stefán Ingi Sigurdarson,Go Ahead Eagles,23.0
7,sren-tengstedt,Søren Tengstedt,Go Ahead Eagles,55.0
7,thibo-baeten,Thibo Baeten,Go Ahead Eagles,9.0
7,victor-edvardsen,Victor Edvardsen,Go Ahead Eagles,39.0
7,kjetil-haug,Kjetil Haug,Go Ahead Eagles,9.0
7,nando-verdoni,Nando Verdoni,Go Ahead Eagles,0.0
7,sasha-panah,Nick Marsman,Go Ahead Eagles,0.0
7,evert-linthorst,Evert Linthorst,Go Ahead Eagles,12.0
7,melle-meulensteen,Melle Meulensteen,Go Ahead Eagles,19.0
7,robbin-weijenberg,Robbin Weijenberg,Go Ahead Eagles,0.0
7,yassir-salah-rahmouni,Yassir Salah Rahmouni,Go Ahead Eagles,2.0
7,almugera-kabar,Almugera Kabar,NEC,3.0
7,bram-nuytinck,Bram Nuytinck,NEC,7.0
7,deveron-fonville,Deveron Fonville,NEC,6.0
7,gabriel-bras,Gabriel Brás,NEC,1.0
7,p-schuurs,Perr Schuurs,NEC,18.0
7,philippe-sandler,Philippe Sandler,NEC,1.0
7,t-storm,Tobias Storm,NEC,4.0
7,ayodele-thomas,Ayodele Thomas,NEC,1.0
7,bryan-linssen,Bryan Linssen,NEC,12.0
7,clement-bischoff,Clement Bischoff,NEC,10.0
7,dusan-tadic,Dusan Tadic,NEC,7.0
7,emre-mor,Emre Mor,NEC,6.0
7,kaj-sierhuis,Kaj Sierhuis,NEC,15.0
7,kevin-kers,Kevin Kers,NEC,1.0
7,freek-entius,Freek Entius,NEC,0.0
7,gonzalo-crettaz,Gonzalo Crettaz,NEC,6.0
7,joep-geneste,Joep Geneste,NEC,0.0
7,nikolas-polster,Nikolas Polster,NEC,1.0
7,adam-tahaui,Adam Tahaui,NEC,23.0
7,darko-nejasmic,Darko Nejasmic,NEC,11.0
7,dennis-geiger,Dennis Geiger,NEC,1.0
7,isak-hansen-aaren,Isak Hansen-Aarøen,NEC,-2.0
7,jamiro-monteiro,Jamiro Monteiro,NEC,4.0
7,merijn-van-de-wiel,Merijn van de Wiel,NEC,0.0
7,noe-lebreton,Noé Lebreton,NEC,12.0
7,tjaronn-chery,Tjaronn Chery,NEC,28.0
7,willum-thor-willumsson,Willum Thór Willumsson,NEC,7.0
7,damian-van-der-haar,Damian van der Haar,PEC Zwolle,7.0
7,jan-burger,Jan Bürger,PEC Zwolle,0.0
7,nick-viergever,Nick Viergever,PEC Zwolle,17.0
7,olivier-aertssen,Olivier Aertssen,PEC Zwolle,4.0
7,sherel-floranus,Sherel Floranus,PEC Zwolle,-10.0
7,simon-graves,Simon Graves,PEC Zwolle,7.0
7,tijs-velthuis,Tijs Velthuis,PEC Zwolle,6.0
7,dylan-mbayo,Dylan Mbayo,PEC Zwolle,10.0
7,elias-srensen,Elias Sørensen,PEC Zwolle,10.0
7,ibrahim-cissoko,Ibrahim Cissoko,PEC Zwolle,10.0
7,koen-kostons,Koen Kostons,PEC Zwolle,12.0
7,sydney-van-hooijdonk,Sydney van Hooijdonk,PEC Zwolle,1.0
7,duke-verduin,Duke Verduin,PEC Zwolle,0.0
7,jasper-schendelaar,Jasper Schendelaar,PEC Zwolle,9.0
7,tom-de-graaff,Tom de Graaff,PEC Zwolle,0.0
7,gabriel-reiziger,Gabriël Reiziger,PEC Zwolle,0.0
7,gilles-van-der-wal,Gilles van der Wal,PEC Zwolle,0.0
7,jadiel-pereira-da-gama,Jadiel Pereira da Gama,PEC Zwolle,0.0
7,nick-fichtinger,Nick Fichtinger,PEC Zwolle,0.0
7,odysseus-velanas,Odysseus Velanas,PEC Zwolle,4.0
7,ryan-thomas,Ryan Thomas,PEC Zwolle,1.0
7,thijs-oosting,Thijs Oosting,PEC Zwolle,7.0
7,t-sommer,Tobias Sommer,PEC Zwolle,4.0
7,armando-obispo,Armando Obispo,PSV,10.0
7,fabian-merien,Fabian Merién,PSV,0.0
7,filip-kostic,Filip Kostic,PSV,3.0
7,kiliann-sildillia,Kiliann Sildillia,PSV,4.0
7,lutsharel-geertruida,Lutsharel Geertruida,PSV,13.0
7,mauro-junior,Mauro Júnior,PSV,27.0
7,ryan-flamingo,Ryan Flamingo,PSV,23.0
7,sergino-dest,Sergiño Dest,PSV,40.0
7,yarek-gasiorowski,Yarek Gasiorowski,PSV,6.0
7,alassane-plea,Alassane Pléa,PSV,3.0
7,amir-bouhamdi,Amir Bouhamdi,PSV,14.0
7,dennis-man,Dennis Man,PSV,4.0
7,esmir-bajraktarevic,Esmir Bajraktarevic,PSV,12.0
7,ivan-perisic,Ivan Perisic,PSV,24.0
7,ricardo-pepi,Ricardo Pepi,PSV,29.0
7,ruben-van-bommel,Ruben van Bommel,PSV,23.0
7,sami-ouaissa,Sami Ouaissa,PSV,0.0
7,khadim-ngom,Khadim Ngom,PSV,0.0
7,matej-kovar,Matej Kovar,PSV,13.0
7,nick-olij,Nick Olij,PSV,0.0
7,tijn-smolenaars,Tijn Smolenaars,PSV,0.0
7,guus-til,Guus Til,PSV,29.0
7,joel-van-den-berg,Joël van den Berg,PSV,5.0
7,kodai-sano,Kodai Sano,PSV,9.0
7,noah-fernandez,Noah Fernandez,PSV,15.0
7,paul-wanner,Paul Wanner,PSV,16.0
7,sven-mijnans,Sven Mijnans,PSV,19.0
7,billy-van-duijl,Billy van Duijl,SC Cambuur,1.0
7,devid-eugene-bouah,Devid Bouah,SC Cambuur,1.0
7,ismael-baouf,Ismaël Baouf,SC Cambuur,-2.0
7,jamal-amofa,Jamal Amofa,SC Cambuur,1.0
7,jorn-berkhout,Jorn Berkhout,SC Cambuur,0.0
7,lucas-jetten,Lucas Jetten,SC Cambuur,-2.0
7,morgan-costarelli,Morgan Costarelli,SC Cambuur,1.0
7,f-kvam,Fabian Kvam,SC Cambuur,1.0
7,ilyes-hamache,Ilyes Hamache,SC Cambuur,9.0
7,nicolas-binder,Nicolas Binder,SC Cambuur,11.0
7,sami-bouhoudane,Sami Bouhoudane,SC Cambuur,-2.0
7,s-vink,Skye Vink,SC Cambuur,0.0
7,wiebe-kooistra,Wiebe Kooistra,SC Cambuur,0.0
7,jasper-meijster,Jasper Meijster,SC Cambuur,0.0
7,luca-plogmann,Luca Plogmann,SC Cambuur,0.0
7,matthijs-kalisvaart,Matthijs Kalisvaart,SC Cambuur,0.0
7,thijs-jansen,Thijs Jansen,SC Cambuur,1.0
7,ethan-apkakou,Ethan Apkakou,SC Cambuur,0.0
7,iwan-henstra,Iwan Henstra,SC Cambuur,0.0
7,mathieu-maertens,Mathieu Maertens,SC Cambuur,1.0
7,nicky-souren,Nicky Souren,SC Cambuur,-2.0
7,rafik-el-arguioui,Rafik El Arguioui,SC Cambuur,30.0
7,rik-mulders,Rik Mulders,SC Cambuur,-2.0
7,wiebe-van-der-heide,Wiebe van der Heide,SC Cambuur,0.0
7,bas-kuipers,Bas Kuipers,Sparta Rotterdam,10.0
7,boyd-reith,Boyd Reith,Sparta Rotterdam,0.0
7,bruno-martins-indi,Bruno Martins Indi,Sparta Rotterdam,2.0
7,lushendry-edward-martes,Lushendry Martes,Sparta Rotterdam,2.0
7,marvin-young,Marvin Young,Sparta Rotterdam,25.0
7,nick-verschuren,Nick Verschuren,Sparta Rotterdam,15.0
7,teo-quintero,Teo Quintero,Sparta Rotterdam,4.0
7,andrej-kostic,Andrej Kostic,Sparta Rotterdam,1.0
7,casper-terho,Casper Terho,Sparta Rotterdam,2.0
7,giannino-vianello,Giannino Vianello,Sparta Rotterdam,0.0
7,joel-ideho,Joel Ideho,Sparta Rotterdam,3.0
7,milan-zonneveld,Milan Zonneveld,Sparta Rotterdam,25.0
7,mitchell-van-bergen,Mitchell van Bergen,Sparta Rotterdam,4.0
7,filip-bednarek,Filip Bednarek,Sparta Rotterdam,4.0
7,michael-brouwer,Michael Brouwer,Sparta Rotterdam,1.0
7,pascal-kuiper,Pascal Kuiper,Sparta Rotterdam,0.0
7,rik-suur,Rik Suur,Sparta Rotterdam,0.0
7,ayoni-santos,Ayoni Santos,Sparta Rotterdam,4.0
7,cedric-hatenboer,Cedric Hatenboer,Sparta Rotterdam,1.0
7,jens-toornstra,Jens Toornstra,Sparta Rotterdam,1.0
7,julian-baas,Julian Baas,Sparta Rotterdam,8.0
7,robin-van-cruijsen,Robin van Cruijsen,Sparta Rotterdam,12.0
7,shunsuke-mito,Shunsuke Mito,Sparta Rotterdam,11.0
7,abdelnour-soualhia,Abdelnour Soualhia,Telstar,12.0
7,gerald-alders,Gerald Alders,Telstar,4.0
7,jeff-hardeveld,Jeff Hardeveld,Telstar,4.0
7,marvin-peersman,Marvin Peersman,Telstar,1.0
7,nigel-ogidi-nwankwo,Nigel Ogidi Nwankwo,Telstar,0.0
7,prince-aning,Prince Aning,Telstar,8.0
7,sem-valk,Sem Valk,Telstar,-2.0
7,emirhan-demircan,Emirhan Demircan,Telstar,3.0
7,fabiano-rust,Fabiano Rust,Telstar,0.0
7,fofin-turay,Fofin Turay,Telstar,0.0
7,jelani-seedorf,Jelani Seedorf,Telstar,4.0
7,patrick-brouwer,Patrick Brouwer,Telstar,12.0
7,rui-mendes,Rui Mendes,Telstar,7.0
7,daan-reiziger,Daan Reiziger,Telstar,0.0
7,finn-mulder,Finn Mulder,Telstar,0.0
7,ronald-koeman-jr,Ronald Koeman,Telstar,9.0
7,gabi-caschili,Gabi Caschili,Telstar,3.0
7,harrie-kuster,Harrie Kuster,Telstar,1.0
7,isaiah-ahmed,Isaiah Ahmed,Telstar,0.0
7,nils-rossen,Nils Rossen,Telstar,4.0
7,noach-shenkman,Noach Shenkman,Telstar,4.0
7,rojendro-oudsten,Rojendro Oudsten,Telstar,1.0
7,tyrone-owusu,Tyrone Owusu,Telstar,4.0
7,alessandro-ciranni,Alessandro Ciranni,Willem II,2.0
7,amine-et-taibi,Amine Et-Taïbi,Willem II,1.0
7,finn-stam,Finn Stam,Willem II,2.0
7,hidde-ter-avest,Hidde ter Avest,Willem II,6.0
7,jens-mathijsen,Jens Mathijsen,Willem II,0.0
7,justin-hoogma,Justin Hoogma,Willem II,1.0
7,mats-lemmens,Mats Lemmens,Willem II,1.0
7,nathan-tjoe-a-on,Nathan Tjoe-A-On,Willem II,7.0
7,devin-haen,Devin Haen,Willem II,20.0
7,eser-gurbuz,Eser Gürbüz,Willem II,1.0
7,jaden-slory,Jaden Slory,Willem II,-1.0
7,thomas-verheydt,Thomas Verheydt,Willem II,8.0
7,karst-de-leeuw,Karst de Leeuw,Willem II,1.0
7,maxime-delanghe,Maxime Delanghe,Willem II,1.0
7,thomas-didillon-hodl,Thomas Didillon-Hödl,Willem II,0.0
7,wouter-van-der-steen,Wouter van der Steen,Willem II,0.0
7,calvin-twigt,Calvin Twigt,Willem II,9.0
7,kasper-boogaard,Kasper Boogaard,Willem II,-1.0
7,per-van-loon,Per van Loon,Willem II,2.0
7,tonny-vilhena,Tonny Vilhena,Willem II,-2.0
7,uriel-van-aalst,Uriël van Aalst,Willem II,13.0
7,vito-van-crooij,Vito van Crooij,Willem II,0.0
7,darling-bladi,Darling Bladi,sc Heerenveen,6.0
7,hristiyan-petrov,Hristiyan Petrov,sc Heerenveen,7.0
7,maas-willemsen,Maas Willemsen,sc Heerenveen,8.0
7,mats-egbring,Mats Egbring,sc Heerenveen,6.0
7,oliver-braude,Oliver Braude,sc Heerenveen,12.0
7,sam-kersten,Sam Kersten,sc Heerenveen,12.0
7,vasilios-zagaritis,Vasilios Zagaritis,sc Heerenveen,8.0
7,dylan-vente,Dylan Vente,sc Heerenveen,9.0
7,jacob-trenskow,Jacob Trenskow,sc Heerenveen,16.0
7,kirayno-schaken,Kirayno Schaken,sc Heerenveen,11.0
7,lanroy-machine,Lanroy Machine,sc Heerenveen,4.0
7,marko-farji,Marko Farji,sc Heerenveen,0.0
7,maxence-rivera,Maxence Rivera,sc Heerenveen,8.0
7,andries-noppert,Andries Noppert,sc Heerenveen,0.0
7,bernt-klaverboer,Bernt Klaverboer,sc Heerenveen,10.0
7,t-schreuder,Timo Schreuder,sc Heerenveen,0.0
7,dirk-proper,Dirk Proper,sc Heerenveen,5.0
7,levi-smans,Levi Smans,sc Heerenveen,4.0
7,luca-oyen,Luca Oyen,sc Heerenveen,10.0
7,marcus-linday,Marcus Linday,sc Heerenveen,1.0
7,nolhan-courtens,Nolhan Courtens,sc Heerenveen,9.0
7,ringo-meerveld,Ringo Meerveld,sc Heerenveen,13.0
