ronde,datum,speler,club,tegenstander,thuis_uit,basis,minuten,goals,geel,rood,clean_sheet,ploegpunten,afwezig_reden,opgehaald
1,"zaterdag 8 augustus 2026, 20:00",Nick de Groot,PSV,Fortuna Sittard,thuis,0,11,0,,,0,1,,2026-08-14
1,"zaterdag 8 augustus 2026, 20:00",Moussa Gbemou,PSV,Fortuna Sittard,thuis,0,3,0,,,0,1,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Sami Bouhoudane,SC Cambuur,Excelsior,thuis,0,44,0,,,0,0,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Morgan Costarelli,SC Cambuur,Excelsior,thuis,0,44,0,,,0,0,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Wessel van der Goot,SC Cambuur,Excelsior,thuis,0,9,0,,,0,0,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Nesto Groen,SC Cambuur,Excelsior,thuis,0,16,0,,,0,0,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Casper Widell,SC Cambuur,Excelsior,thuis,0,15,0,,,0,0,,2026-08-14
1,"vrijdag 7 augustus 2026, 20:00",Ilano Silva Timas,SC Cambuur,Excelsior,thuis,0,5,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Luca Oyen,sc Heerenveen,FC Twente,thuis,0,44,1,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Hristiyan Petrov,sc Heerenveen,FC Twente,thuis,0,22,0,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Nikolai Hopland,sc Heerenveen,FC Twente,thuis,0,7,0,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Younes Taha,sc Heerenveen,FC Twente,thuis,0,33,0,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Mathias Kjølø,sc Heerenveen,FC Twente,thuis,0,22,0,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 16:45",Kristian Hlynsson,sc Heerenveen,FC Twente,thuis,0,13,0,,,1,3,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Robin van Cruijsen,Sparta Rotterdam,Feyenoord,thuis,0,33,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Milan Zonneveld,Sparta Rotterdam,Feyenoord,thuis,0,28,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Joel Ideho,Sparta Rotterdam,Feyenoord,thuis,0,13,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Nacho Ferri,Sparta Rotterdam,Feyenoord,thuis,0,19,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Tijme Wessels,Sparta Rotterdam,Feyenoord,thuis,0,18,0,,,0,0,,2026-08-14
1,"zondag 9 augustus 2026, 12:15",Oussama Targhalline,Sparta Rotterdam,Feyenoord,thuis,0,5,0,,,0,0,,2026-08-14
